sample,x,y,pearson_r,pearson_p,spearman_rho,spearman_p,n_months
full_2020_2025,chatgpt_views,internal_ai_title_rate,0.535023780146171,1.287137475784738e-06,0.7694489510447025,2.8759154342098884e-15,72
full_2020_2025,chatgpt_views,internal_ai_title_log_hits,-0.24175243824356948,0.04076713908448373,-0.18837933743705076,0.11303445165099445,72
full_2020_2025,chatgpt_views,internal_chatgpt_title_rate,0.5248707013233329,2.2115743974347277e-06,0.6975195074448892,9.90956637665366e-12,72
full_2020_2025,chatgpt_views,internal_chatgpt_title_log_hits,0.6721939037213236,1.0114239683675523e-10,0.7013147240563851,6.852433858920134e-12,72
full_2020_2025,chatgpt_views,internal_ai_title_rate_z_sample,0.535023780146171,1.287137475784738e-06,0.7694489510447025,2.8759154342098884e-15,72
full_2020_2025,chatgpt_views,internal_ai_title_log_hits_z_sample,-0.24175243824356943,0.04076713908448373,-0.18837933743705076,0.11303445165099445,72
full_2020_2025,chatgpt_views,internal_chatgpt_title_rate_z_sample,0.5248707013233329,2.2115743974347277e-06,0.6975195074448892,9.90956637665366e-12,72
full_2020_2025,chatgpt_views,internal_chatgpt_title_log_hits_z_sample,0.6721939037213237,1.0114239683675523e-10,0.7013147240563851,6.852433858920134e-12,72
full_2020_2025,chatgpt_log_views,internal_ai_title_rate,0.7891629751550098,1.8112514010914232e-16,0.7694489510447025,2.8759154342098884e-15,72
full_2020_2025,chatgpt_log_views,internal_ai_title_log_hits,-0.40208312381780137,0.000463378929237857,-0.18837933743705076,0.11303445165099445,72
full_2020_2025,chatgpt_log_views,internal_chatgpt_title_rate,0.573603113550034,1.3883513431763764e-07,0.6975195074448892,9.90956637665366e-12,72
full_2020_2025,chatgpt_log_views,internal_chatgpt_title_log_hits,0.6872823274015671,2.6068119022812656e-11,0.7013147240563851,6.852433858920134e-12,72
full_2020_2025,chatgpt_log_views,internal_ai_title_rate_z_sample,0.7891629751550098,1.8112514010914232e-16,0.7694489510447025,2.8759154342098884e-15,72
full_2020_2025,chatgpt_log_views,internal_ai_title_log_hits_z_sample,-0.40208312381780137,0.000463378929237857,-0.18837933743705076,0.11303445165099445,72
full_2020_2025,chatgpt_log_views,internal_chatgpt_title_rate_z_sample,0.573603113550034,1.3883513431763764e-07,0.6975195074448892,9.90956637665366e-12,72
full_2020_2025,chatgpt_log_views,internal_chatgpt_title_log_hits_z_sample,0.6872823274015671,2.6068119022812656e-11,0.7013147240563851,6.852433858920134e-12,72
full_2020_2025,chatgpt_log_views_z_full,internal_ai_title_rate,0.7891629751550098,1.8112514010914232e-16,0.7694489510447025,2.8759154342098884e-15,72
full_2020_2025,chatgpt_log_views_z_full,internal_ai_title_log_hits,-0.4020831238178013,0.000463378929237857,-0.18837933743705076,0.11303445165099445,72
full_2020_2025,chatgpt_log_views_z_full,internal_chatgpt_title_rate,0.5736031135500338,1.3883513431764137e-07,0.6975195074448892,9.90956637665366e-12,72
full_2020_2025,chatgpt_log_views_z_full,internal_chatgpt_title_log_hits,0.6872823274015671,2.6068119022812656e-11,0.7013147240563851,6.852433858920134e-12,72
full_2020_2025,chatgpt_log_views_z_full,internal_ai_title_rate_z_sample,0.7891629751550095,1.8112514010914774e-16,0.7694489510447025,2.8759154342098884e-15,72
full_2020_2025,chatgpt_log_views_z_full,internal_ai_title_log_hits_z_sample,-0.40208312381780126,0.000463378929237857,-0.18837933743705076,0.11303445165099445,72
full_2020_2025,chatgpt_log_views_z_full,internal_chatgpt_title_rate_z_sample,0.5736031135500339,1.3883513431763947e-07,0.6975195074448892,9.90956637665366e-12,72
full_2020_2025,chatgpt_log_views_z_full,internal_chatgpt_title_log_hits_z_sample,0.687282327401567,2.606811902281317e-11,0.7013147240563851,6.852433858920134e-12,72
full_2020_2025,chatgpt_z_sample,internal_ai_title_rate,0.7891629751550098,1.8112514010914232e-16,0.7694489510447025,2.8759154342098884e-15,72
full_2020_2025,chatgpt_z_sample,internal_ai_title_log_hits,-0.4020831238178013,0.000463378929237857,-0.18837933743705076,0.11303445165099445,72
full_2020_2025,chatgpt_z_sample,internal_chatgpt_title_rate,0.5736031135500338,1.3883513431764137e-07,0.6975195074448892,9.90956637665366e-12,72
full_2020_2025,chatgpt_z_sample,internal_chatgpt_title_log_hits,0.6872823274015671,2.6068119022812656e-11,0.7013147240563851,6.852433858920134e-12,72
full_2020_2025,chatgpt_z_sample,internal_ai_title_rate_z_sample,0.7891629751550095,1.8112514010914774e-16,0.7694489510447025,2.8759154342098884e-15,72
full_2020_2025,chatgpt_z_sample,internal_ai_title_log_hits_z_sample,-0.40208312381780126,0.000463378929237857,-0.18837933743705076,0.11303445165099445,72
full_2020_2025,chatgpt_z_sample,internal_chatgpt_title_rate_z_sample,0.5736031135500339,1.3883513431763947e-07,0.6975195074448892,9.90956637665366e-12,72
full_2020_2025,chatgpt_z_sample,internal_chatgpt_title_log_hits_z_sample,0.687282327401567,2.606811902281317e-11,0.7013147240563851,6.852433858920134e-12,72
post_chatgpt,chatgpt_views,internal_ai_title_rate,-0.0630379038915109,0.7069279660765408,-0.09749425538899222,0.5603587646177367,38
post_chatgpt,chatgpt_views,internal_ai_title_log_hits,0.07266557282935433,0.6646144316702098,0.04357346831956132,0.7950524376857441,38
post_chatgpt,chatgpt_views,internal_chatgpt_title_rate,0.21825276382947248,0.18804234148950283,0.2194204265138682,0.18563199721173407,38
post_chatgpt,chatgpt_views,internal_chatgpt_title_log_hits,0.37341406553069745,0.02093144365014552,0.23868848082957989,0.14897038307816216,38
post_chatgpt,chatgpt_views,internal_ai_title_rate_z_sample,-0.0630379038915109,0.7069279660765408,-0.09749425538899222,0.5603587646177367,38
post_chatgpt,chatgpt_views,internal_ai_title_log_hits_z_sample,0.07266557282935428,0.6646144316702098,0.04357346831956132,0.7950524376857441,38
post_chatgpt,chatgpt_views,internal_chatgpt_title_rate_z_sample,0.21825276382947248,0.18804234148950283,0.2194204265138682,0.18563199721173407,38
post_chatgpt,chatgpt_views,internal_chatgpt_title_log_hits_z_sample,0.3734140655306975,0.02093144365014552,0.23868848082957989,0.14897038307816216,38
post_chatgpt,chatgpt_log_views,internal_ai_title_rate,0.2580470862434363,0.11777173861765733,-0.09749425538899222,0.5603587646177367,38
post_chatgpt,chatgpt_log_views,internal_ai_title_log_hits,-0.09351629228370487,0.576542481865723,0.04357346831956132,0.7950524376857441,38
post_chatgpt,chatgpt_log_views,internal_chatgpt_title_rate,0.2017394754875922,0.22451918693637032,0.2194204265138682,0.18563199721173407,38
post_chatgpt,chatgpt_log_views,internal_chatgpt_title_log_hits,0.26460589148391384,0.10840260508891475,0.23868848082957989,0.14897038307816216,38
post_chatgpt,chatgpt_log_views,internal_ai_title_rate_z_sample,0.2580470862434363,0.11777173861765733,-0.09749425538899222,0.5603587646177367,38
post_chatgpt,chatgpt_log_views,internal_ai_title_log_hits_z_sample,-0.0935162922837049,0.576542481865723,0.04357346831956132,0.7950524376857441,38
post_chatgpt,chatgpt_log_views,internal_chatgpt_title_rate_z_sample,0.20173947548759213,0.22451918693637074,0.2194204265138682,0.18563199721173407,38
post_chatgpt,chatgpt_log_views,internal_chatgpt_title_log_hits_z_sample,0.2646058914839139,0.10840260508891475,0.23868848082957989,0.14897038307816216,38
post_chatgpt,chatgpt_log_views_z_full,internal_ai_title_rate,0.2580470862434363,0.11777173861765733,-0.09749425538899222,0.5603587646177367,38
post_chatgpt,chatgpt_log_views_z_full,internal_ai_title_log_hits,-0.09351629228370487,0.576542481865723,0.04357346831956132,0.7950524376857441,38
post_chatgpt,chatgpt_log_views_z_full,internal_chatgpt_title_rate,0.20173947548759216,0.22451918693637074,0.2194204265138682,0.18563199721173407,38
post_chatgpt,chatgpt_log_views_z_full,internal_chatgpt_title_log_hits,0.26460589148391384,0.10840260508891475,0.23868848082957989,0.14897038307816216,38
post_chatgpt,chatgpt_log_views_z_full,internal_ai_title_rate_z_sample,0.2580470862434363,0.11777173861765733,-0.09749425538899222,0.5603587646177367,38
post_chatgpt,chatgpt_log_views_z_full,internal_ai_title_log_hits_z_sample,-0.09351629228370485,0.576542481865723,0.04357346831956132,0.7950524376857441,38
post_chatgpt,chatgpt_log_views_z_full,internal_chatgpt_title_rate_z_sample,0.20173947548759213,0.22451918693637074,0.2194204265138682,0.18563199721173407,38
post_chatgpt,chatgpt_log_views_z_full,internal_chatgpt_title_log_hits_z_sample,0.26460589148391384,0.10840260508891475,0.23868848082957989,0.14897038307816216,38
post_chatgpt,chatgpt_z_sample,internal_ai_title_rate,0.25804708624343625,0.11777173861765733,-0.09749425538899222,0.5603587646177367,38
post_chatgpt,chatgpt_z_sample,internal_ai_title_log_hits,-0.09351629228370487,0.576542481865723,0.04357346831956132,0.7950524376857441,38
post_chatgpt,chatgpt_z_sample,internal_chatgpt_title_rate,0.20173947548759216,0.22451918693637074,0.2194204265138682,0.18563199721173407,38
post_chatgpt,chatgpt_z_sample,internal_chatgpt_title_log_hits,0.2646058914839139,0.10840260508891475,0.23868848082957989,0.14897038307816216,38
post_chatgpt,chatgpt_z_sample,internal_ai_title_rate_z_sample,0.25804708624343625,0.11777173861765733,-0.09749425538899222,0.5603587646177367,38
post_chatgpt,chatgpt_z_sample,internal_ai_title_log_hits_z_sample,-0.09351629228370484,0.576542481865723,0.04357346831956132,0.7950524376857441,38
post_chatgpt,chatgpt_z_sample,internal_chatgpt_title_rate_z_sample,0.2017394754875922,0.22451918693637032,0.2194204265138682,0.18563199721173407,38
post_chatgpt,chatgpt_z_sample,internal_chatgpt_title_log_hits_z_sample,0.26460589148391384,0.10840260508891475,0.23868848082957989,0.14897038307816216,38
