specification,dropped_tag_a,dropped_tag_b,coef,se,pval
expert_answer_share,android,apache-spark,-0.009000357099889457,0.018723182193761418,0.6307250455343341
expert_answer_share,android,bash,-0.010973745594349582,0.01876116562584238,0.558602778835741
expert_answer_share,android,docker,0.009558247048109309,0.030129386600997295,0.7510614894576958
expert_answer_share,android,excel,-0.011124930339163234,0.018670640792073832,0.5512743994288577
expert_answer_share,android,firebase,-0.007855416182115485,0.020612085497182447,0.7031236333301774
expert_answer_share,android,javascript,-0.007769183726692331,0.018824352304677733,0.6798118850030859
expert_answer_share,android,kubernetes,-0.025483253694947458,0.009667261164592485,0.008388069774661834
expert_answer_share,android,linux,-0.0072347791980981345,0.0195300774148459,0.7110524880810964
expert_answer_share,android,memory-management,-0.009561182990760246,0.018806853078303685,0.6111810963721882
expert_answer_share,android,multithreading,-0.005258812763691563,0.01991892219837686,0.7917715124360079
expert_answer_share,android,numpy,-0.010523116828009651,0.01861371493378038,0.5718410934371733
expert_answer_share,android,pandas,-0.012388610581607964,0.018538809826986132,0.5039722710698393
expert_answer_share,android,python,-0.007839298682428332,0.01794872394163369,0.6622848444391318
expert_answer_share,android,regex,-0.013547362366931867,0.019243748543866703,0.48144043063192543
expert_answer_share,android,sql,-0.012660149907809634,0.019207275386873852,0.5098103375669116
expert_answer_share,apache-spark,bash,-0.0062182892969718,0.0164503947253663,0.7054287835478307
expert_answer_share,apache-spark,docker,0.01167349403807935,0.018937247998980954,0.5376105405877447
expert_answer_share,apache-spark,excel,-0.006127765051564579,0.016519132525403334,0.7106750958688068
expert_answer_share,apache-spark,firebase,-0.002841409987450224,0.017830743725060223,0.8733895519540886
expert_answer_share,apache-spark,javascript,-0.0018247456983029083,0.017683101879571554,0.9178109908212267
expert_answer_share,apache-spark,kubernetes,-0.015737690412233732,0.01223653163813285,0.19839997772092988
expert_answer_share,apache-spark,linux,-0.002752867490561568,0.017102506510487014,0.8721226926653051
expert_answer_share,apache-spark,memory-management,-0.004464967053810675,0.016699160789752702,0.7891791119880578
expert_answer_share,apache-spark,multithreading,-0.0009629202717664023,0.01737322061240199,0.9557994428113229
expert_answer_share,apache-spark,numpy,-0.005291702811130967,0.016556694541736083,0.7492631837317976
expert_answer_share,apache-spark,pandas,-0.006938392380540149,0.01645978772020487,0.673363759934827
expert_answer_share,apache-spark,python,-0.0008033624994522112,0.01686770513093831,0.9620133100440568
expert_answer_share,apache-spark,regex,-0.00764230415173396,0.017130225960613726,0.6555034934550236
expert_answer_share,apache-spark,sql,-0.007176263556768755,0.017211670806439174,0.6767210398532155
expert_answer_share,bash,docker,0.008610963509361746,0.01921429757381047,0.6540420886302042
expert_answer_share,bash,excel,-0.008715034541074723,0.016265432034651906,0.5920960998618802
expert_answer_share,bash,firebase,-0.005229253443224735,0.017572400826162387,0.7660212040069185
expert_answer_share,bash,javascript,-0.005430029624713718,0.0171014011964782,0.75084938931326
expert_answer_share,bash,kubernetes,-0.0182120052416619,0.011945699933180743,0.12736744008068643
expert_answer_share,bash,linux,-0.005153359532601062,0.016856601235658596,0.7598196780314356
expert_answer_share,bash,memory-management,-0.006905626318041009,0.016434789707952688,0.6743514582736551
expert_answer_share,bash,multithreading,-0.0033970666260498784,0.017088224556546107,0.8424225110759305
expert_answer_share,bash,numpy,-0.007750728238641323,0.01629692307435608,0.6343632395003502
expert_answer_share,bash,pandas,-0.009500825054945223,0.0161887841372309,0.5572863184068659
expert_answer_share,bash,python,-0.004091190839151712,0.01621266222628464,0.8007740941596901
expert_answer_share,bash,regex,-0.010475562326980629,0.016722747941684584,0.5310356298824817
expert_answer_share,bash,sql,-0.010305962923031082,0.016672864444112177,0.5364910230029307
expert_answer_share,docker,excel,0.008462450052071894,0.019335879307289357,0.6616361776293782
expert_answer_share,docker,firebase,0.015999304010742454,0.019322010534900524,0.40765059029201967
expert_answer_share,docker,javascript,0.013576515649336391,0.019381595017407997,0.483624499714989
expert_answer_share,docker,kubernetes,-0.007082647440051821,0.018287595511877967,0.6985397236181456
expert_answer_share,docker,linux,0.014755763821801719,0.01832778170372572,0.42075987361615397
expert_answer_share,docker,memory-management,0.010873848915268772,0.01906017756103038,0.5683379954099741
expert_answer_share,docker,multithreading,0.018334806824153147,0.01689477820665361,0.2778175286830449
expert_answer_share,docker,numpy,0.009413777568242666,0.01922983639400172,0.6244593155437255
expert_answer_share,docker,pandas,0.007097244837118437,0.01979493062453619,0.7199403575365457
expert_answer_share,docker,python,0.01297618334895233,0.019385920132495817,0.5032650766108191
expert_answer_share,docker,regex,0.006953211907694323,0.021594652440841057,0.747462032487007
expert_answer_share,docker,sql,0.007565213608950036,0.020993560819069133,0.7185788602698563
expert_answer_share,excel,firebase,-0.005227655409024924,0.017585021293033107,0.7662536056271927
expert_answer_share,excel,javascript,-0.00503701271708553,0.01739091585185673,0.7720957165940985
expert_answer_share,excel,kubernetes,-0.0182428200283369,0.012031919922852569,0.12946830399191733
expert_answer_share,excel,linux,-0.005149194384816691,0.016869690107151624,0.7601883274261224
expert_answer_share,excel,memory-management,-0.006864829276329446,0.016479361770139228,0.6769920000374698
expert_answer_share,excel,multithreading,-0.0033731592614176134,0.017101948600560444,0.8436410605278017
expert_answer_share,excel,numpy,-0.007712458060015375,0.0163466499379786,0.6370648076068377
expert_answer_share,excel,pandas,-0.009474471806351564,0.016245132509389575,0.5597458047775442
expert_answer_share,excel,python,-0.0035133985598583867,0.016481863443759567,0.8311962726981497
expert_answer_share,excel,regex,-0.010437691856167549,0.01681379420377179,0.5347434178445636
expert_answer_share,excel,sql,-0.01023650737138745,0.016795864118576555,0.5422156320172091
expert_answer_share,firebase,javascript,-0.0015337433972372025,0.018492517183133206,0.9339003651967912
expert_answer_share,firebase,kubernetes,-0.015383416339258134,0.012977661762748543,0.2358685866307273
expert_answer_share,firebase,linux,-0.0015895615054084575,0.01836768295707461,0.931036198202332
expert_answer_share,firebase,memory-management,-0.0035236311733920556,0.017799692360061427,0.8430761806555774
expert_answer_share,firebase,multithreading,0.0003031599136870397,0.018729081920878143,0.9870855360975899
expert_answer_share,firebase,numpy,-0.0044008894238873305,0.017616647538400622,0.8027310065682811
expert_answer_share,firebase,pandas,-0.0061045717183269566,0.017490549343821677,0.7270734283107618
expert_answer_share,firebase,python,-0.0006433863691522576,0.01763429168780271,0.9708956735160469
expert_answer_share,firebase,regex,-0.006862764099158051,0.018188836958581613,0.7059459367380692
expert_answer_share,firebase,sql,-0.006464732771292117,0.018189409692969817,0.7222810305226295
expert_answer_share,javascript,kubernetes,-0.014340894982418466,0.01321735408150672,0.2779194502333203
expert_answer_share,javascript,linux,-0.0015603869127350511,0.01781054977749249,0.9301864465249782
expert_answer_share,javascript,memory-management,-0.003003311360100561,0.01748759208996109,0.863642283955498
expert_answer_share,javascript,multithreading,0.0004154959240670033,0.018124915028682676,0.9817108798232133
expert_answer_share,javascript,numpy,-0.0038708793289762753,0.017362478510535358,0.8235782429103972
expert_answer_share,javascript,pandas,-0.0056880318061494186,0.017326367311752983,0.742694207347758
expert_answer_share,javascript,python,0.007283796048308048,0.016804022169734326,0.6646838786570055
expert_answer_share,javascript,regex,-0.0062181824255945935,0.018345156762584917,0.734643637864939
expert_answer_share,javascript,sql,-0.0056489394617723525,0.018967826940200657,0.765842913478965
expert_answer_share,kubernetes,linux,-0.014561880519816047,0.012355304316858837,0.23856010818734086
expert_answer_share,kubernetes,memory-management,-0.016469780183371835,0.012171883643949553,0.1760235695483855
expert_answer_share,kubernetes,multithreading,-0.012785474541717865,0.01236822889553991,0.301259935817205
expert_answer_share,kubernetes,numpy,-0.01738919740623173,0.012072076598992605,0.149740719611031
expert_answer_share,kubernetes,pandas,-0.01940921113700821,0.011858794920936524,0.10169455298473357
expert_answer_share,kubernetes,python,-0.013243723583567622,0.012633664765410849,0.29450577577911063
expert_answer_share,kubernetes,regex,-0.020973932409744833,0.011991487298778919,0.08027918364807739
expert_answer_share,kubernetes,sql,-0.020177570784468263,0.012272281269713421,0.10014354714366007
expert_answer_share,linux,memory-management,-0.003435047615254351,0.017071834206526304,0.840533279982699
expert_answer_share,linux,multithreading,0.0002155154508632559,0.01793636876967562,0.9904132037262349
expert_answer_share,linux,numpy,-0.004282450186910815,0.01689639541461949,0.7999178066825914
expert_answer_share,linux,pandas,-0.005946919212697074,0.01676182727850929,0.7227473445814621
expert_answer_share,linux,python,-0.000567807951703488,0.01691648906808299,0.9732237498314981
expert_answer_share,linux,regex,-0.00668628686644635,0.01739536596490813,0.700702952268083
expert_answer_share,linux,sql,-0.006396939452712427,0.01741895113328823,0.7134398405380525
expert_answer_share,memory-management,multithreading,-0.0016607359017446906,0.017332670532666235,0.923667225538005
expert_answer_share,memory-management,numpy,-0.006007691511829687,0.016512127930594526,0.7159811596335364
expert_answer_share,memory-management,pandas,-0.00767498721727726,0.01641268631458417,0.6400525753719365
expert_answer_share,memory-management,python,-0.0019639544255375648,0.01665772774762875,0.9061464972965178
expert_answer_share,memory-management,regex,-0.00845845234676733,0.017039516961883824,0.6196107295100045
expert_answer_share,memory-management,sql,-0.008078360311944153,0.01707784031019803,0.6361905433202819
expert_answer_share,multithreading,numpy,-0.002522518089008052,0.01713429002543359,0.8829580104424287
expert_answer_share,multithreading,pandas,-0.004178483318021378,0.01697710505480984,0.805585774849177
expert_answer_share,multithreading,python,0.001323541085813084,0.017199970356741166,0.9386631654597047
expert_answer_share,multithreading,regex,-0.004820242176193675,0.01766155351080266,0.7849124927450732
expert_answer_share,multithreading,sql,-0.004504915990808536,0.017706455656268525,0.7991693763127332
expert_answer_share,numpy,pandas,-0.008525586690293267,0.016289334374421188,0.6007066415803717
expert_answer_share,numpy,python,-0.0027709803400737154,0.01653500537661217,0.8669116061608304
expert_answer_share,numpy,regex,-0.00935808934432281,0.01690312979449849,0.579831701800172
expert_answer_share,numpy,sql,-0.008986159606124054,0.01693534659177872,0.595685162138713
expert_answer_share,pandas,python,-0.004393206220964035,0.016460850686076275,0.7895552698115633
expert_answer_share,pandas,regex,-0.01127302921478943,0.01678533963926679,0.5018385636823759
expert_answer_share,pandas,sql,-0.010970230010822948,0.01678112645852891,0.5132894499810692
expert_answer_share,python,regex,-0.00465977801006157,0.017404517820346917,0.7889042166359264
expert_answer_share,python,sql,-0.0036396399855801956,0.01789266746717077,0.8388105441190183
expert_answer_share,regex,sql,-0.012063004873857735,0.017433294935959926,0.4889674164570619
novice_entry_share,android,apache-spark,0.008524950663356807,0.004346769629019478,0.04985392458139419
novice_entry_share,android,bash,0.008454570651420211,0.0043102691494789755,0.0498213275412009
novice_entry_share,android,docker,0.011154132883615707,0.007742411545398346,0.14968257625044862
novice_entry_share,android,excel,0.008001948075596524,0.004404966591834074,0.06928235732446425
novice_entry_share,android,firebase,0.007779305252451459,0.004118942715594435,0.058936656131763854
novice_entry_share,android,javascript,0.00391025286568763,0.002250103062356657,0.08224419911827319
novice_entry_share,android,kubernetes,0.007820281767864534,0.004424892129934911,0.07717157288292596
novice_entry_share,android,linux,0.007355998222448484,0.003944279209355846,0.062184336206636256
novice_entry_share,android,memory-management,0.008324626649435975,0.004271142986854102,0.05129070052276142
novice_entry_share,android,multithreading,0.00773721294856865,0.004145496530091661,0.061983459567760586
novice_entry_share,android,numpy,0.008407943555852693,0.0043146319355349535,0.051330699513540204
novice_entry_share,android,pandas,0.008911808068946245,0.004428170921217805,0.044164543543447926
novice_entry_share,android,python,0.009854032482028879,0.00460211209792506,0.032258087190788605
novice_entry_share,android,regex,0.010179429877918516,0.00449406764274233,0.02350767320180925
novice_entry_share,android,sql,0.009535039733494179,0.004630308481808484,0.039468703546903065
novice_entry_share,apache-spark,bash,0.006161361373045448,0.005133344629939885,0.23003738506054905
novice_entry_share,apache-spark,docker,0.0039033331680613237,0.009084884415828286,0.6674492525290497
novice_entry_share,apache-spark,excel,0.005649322879658773,0.005269527660735281,0.28368685702801755
novice_entry_share,apache-spark,firebase,0.005287384465163613,0.005235576724419798,0.31254544203002277
novice_entry_share,apache-spark,javascript,0.001264902349910486,0.003903718406322602,0.745919108474135
novice_entry_share,apache-spark,kubernetes,0.00507408536520417,0.005569948232439468,0.3623083783912945
novice_entry_share,apache-spark,linux,0.00519179408547103,0.005140640004557454,0.31251880650085107
novice_entry_share,apache-spark,memory-management,0.005958145010116758,0.005131989458575553,0.24564940783440536
novice_entry_share,apache-spark,multithreading,0.005391219890734966,0.0051986926872430545,0.2997201178633714
novice_entry_share,apache-spark,numpy,0.006060964740967508,0.0051436839128115594,0.23866447758780573
novice_entry_share,apache-spark,pandas,0.006555925040474127,0.005160213897870214,0.20391532464882955
novice_entry_share,apache-spark,python,0.008232613372931298,0.005117113740051727,0.10765149846869201
novice_entry_share,apache-spark,regex,0.0077263638687948685,0.004995862592896233,0.12197118702650579
novice_entry_share,apache-spark,sql,0.007313855884665116,0.0052133975049133575,0.16064777498693383
novice_entry_share,bash,docker,0.00379383188304828,0.00900176678636399,0.6734234919751616
novice_entry_share,bash,excel,0.005612937799589022,0.0052465171281150455,0.28469099809389675
novice_entry_share,bash,firebase,0.005240343134576293,0.005218212410904881,0.3152624379655854
novice_entry_share,bash,javascript,0.0012698620609455247,0.0038928291919436905,0.7442689254965886
novice_entry_share,bash,kubernetes,0.005027273693219027,0.005550073923935978,0.3650401249718873
novice_entry_share,bash,linux,0.005148696712970425,0.0051275065369658845,0.31531468109555305
novice_entry_share,bash,memory-management,0.005917369321886618,0.0051112975599947935,0.24698487569482608
novice_entry_share,bash,multithreading,0.005347776316580703,0.005181177025463756,0.30199964355967057
novice_entry_share,bash,numpy,0.006020177721099273,0.005122569334869302,0.23990422877083817
novice_entry_share,bash,pandas,0.006513755492184156,0.00513771572970902,0.2048582937520843
novice_entry_share,bash,python,0.008202086703535774,0.005086916285465185,0.106877366586016
novice_entry_share,bash,regex,0.0076812413815842626,0.004967996281402899,0.12206961269785488
novice_entry_share,bash,sql,0.007271997018759969,0.005187978692490737,0.16100443112128504
novice_entry_share,docker,excel,0.003122453277178735,0.00917146388390433,0.7335153390065378
novice_entry_share,docker,firebase,0.001495931962415316,0.00952025833804112,0.8751412547954308
novice_entry_share,docker,javascript,-0.0030522844511675757,0.007832072843257432,0.6967465307388644
novice_entry_share,docker,kubernetes,0.0003345525211393717,0.01070229457477242,0.9750622801429341
novice_entry_share,docker,linux,0.0012647705568950124,0.00857609293012108,0.8827560755485319
novice_entry_share,docker,memory-management,0.003505011857392465,0.009045190620889331,0.6983860446815485
novice_entry_share,docker,multithreading,0.0020271289603833328,0.009122036362874831,0.8241400621399764
novice_entry_share,docker,numpy,0.0037057571680696256,0.00905994152773173,0.6825201332864786
novice_entry_share,docker,pandas,0.004553731801096063,0.009255101653857279,0.622702402907949
novice_entry_share,docker,python,0.005716869693704146,0.008914786539232286,0.5213411174876923
novice_entry_share,docker,regex,0.006775549969122649,0.009442052592702433,0.4730083323038755
novice_entry_share,docker,sql,0.005677337868406871,0.009455339609654586,0.5482148860538651
novice_entry_share,excel,firebase,0.004750618503500851,0.00535566509456208,0.3750644685600433
novice_entry_share,excel,javascript,0.00031306361772757166,0.003888486274231127,0.9358313184577917
novice_entry_share,excel,kubernetes,0.004520298778423766,0.005701257521705678,0.42785942105274155
novice_entry_share,excel,linux,0.004662845738619369,0.005256955485115318,0.3750864563247731
novice_entry_share,excel,memory-management,0.005414447590529251,0.005246853798243783,0.30209939722444634
novice_entry_share,excel,multithreading,0.004849033354530146,0.005318712044208796,0.3619302692521481
novice_entry_share,excel,numpy,0.005514371639852678,0.005258736969469304,0.29435699776628166
novice_entry_share,excel,pandas,0.005996188741768327,0.005274244101975024,0.2555879698799285
novice_entry_share,excel,python,0.007534616316519543,0.005387132601605934,0.16192335009083336
novice_entry_share,excel,regex,0.0071426436689263975,0.00511834685579967,0.16286566635550448
novice_entry_share,excel,sql,0.006706982458824125,0.005351341154436183,0.21008658320535334
novice_entry_share,firebase,javascript,0.0005687182825937862,0.004305259864803667,0.8949063984467462
novice_entry_share,firebase,kubernetes,0.003977646410341504,0.005817300083535305,0.49412571859939025
novice_entry_share,firebase,linux,0.0041731630791888375,0.005330856743504465,0.43372601220484686
novice_entry_share,firebase,memory-management,0.005048120159449507,0.005227393634045603,0.33419181779175533
novice_entry_share,firebase,multithreading,0.004415705539332628,0.005355458211185412,0.4096417030226768
novice_entry_share,firebase,numpy,0.005151103346224163,0.0052305887498747036,0.32472048480054094
novice_entry_share,firebase,pandas,0.005639096061155608,0.005224279769782832,0.2804087278608979
novice_entry_share,firebase,python,0.007152464365614709,0.005184866729611147,0.16774416942618708
novice_entry_share,firebase,regex,0.006808393792214513,0.005003864301770734,0.17363153652979024
novice_entry_share,firebase,sql,0.006358225652213702,0.005247832517262593,0.22566905402422577
novice_entry_share,javascript,kubernetes,5.614379121636808e-05,0.004702389335332579,0.9904739491474414
novice_entry_share,javascript,linux,0.0006058940727903996,0.004242279821257508,0.8864301689157863
novice_entry_share,javascript,memory-management,0.0010886997864342398,0.003931481371822261,0.7818427138608618
novice_entry_share,javascript,multithreading,0.0005814523691303528,0.004158331411933905,0.888795660963275
novice_entry_share,javascript,numpy,0.0011467337802775486,0.003913018067298396,0.7694792780187453
novice_entry_share,javascript,pandas,0.0015737070839969137,0.0038659287577892517,0.6839559183357435
novice_entry_share,javascript,python,0.001038241545045256,0.0040702647216018665,0.798661610856957
novice_entry_share,javascript,regex,0.002563053170487963,0.0034996668134890155,0.4639423832870734
novice_entry_share,javascript,sql,0.0019212646548776486,0.003828256906453701,0.6157631293251222
novice_entry_share,kubernetes,linux,0.003868740547717346,0.005689099144612986,0.4964874180569694
novice_entry_share,kubernetes,memory-management,0.004823863623258639,0.005563986169355332,0.3859530769825893
novice_entry_share,kubernetes,multithreading,0.00414220138620825,0.0057185129239150975,0.4688512581863332
novice_entry_share,kubernetes,numpy,0.0049355000602574264,0.005565536223026355,0.37518827716524317
novice_entry_share,kubernetes,pandas,0.005447833655503819,0.005559845377148572,0.327158465377711
novice_entry_share,kubernetes,python,0.00694659941893923,0.005533470149820908,0.20934139288313613
novice_entry_share,kubernetes,regex,0.006686803520692211,0.0053401522400382305,0.21050621338160325
novice_entry_share,kubernetes,sql,0.0061932453518085875,0.005588911497759795,0.2678053014184383
novice_entry_share,linux,memory-management,0.004946365840353578,0.005130023485270474,0.3349459383840546
novice_entry_share,linux,multithreading,0.004334081038529136,0.0052684694775733355,0.4107097963814521
novice_entry_share,linux,numpy,0.0050520653981909434,0.005133295786266386,0.3250290908704919
novice_entry_share,linux,pandas,0.005536037776856753,0.005122823046957582,0.27984770277088855
novice_entry_share,linux,python,0.007283970363789663,0.005065356362563715,0.15043473111703903
novice_entry_share,linux,regex,0.006675405887540242,0.004882326373171399,0.1715440601501932
novice_entry_share,linux,sql,0.006284713501168128,0.005148184389236424,0.22217573121463563
novice_entry_share,memory-management,multithreading,0.005153853171076657,0.005185417791279049,0.32026531701815564
novice_entry_share,memory-management,numpy,0.005822305226238249,0.005122399726639928,0.25569037869715716
novice_entry_share,memory-management,pandas,0.006305169820220195,0.005135443307868719,0.2195313761908948
novice_entry_share,memory-management,python,0.007862804356922617,0.005123044954411517,0.1248351229933287
novice_entry_share,memory-management,regex,0.007450926795927182,0.004969985295209255,0.1338256770642166
novice_entry_share,memory-management,sql,0.007027827020239923,0.005187033786856663,0.17545464495006602
novice_entry_share,multithreading,numpy,0.005255054999924432,0.005191378475072166,0.3114109718197633
novice_entry_share,multithreading,pandas,0.005737479219504004,0.0051910398227540625,0.26904439600762986
novice_entry_share,multithreading,python,0.007334709834690832,0.005157264707530069,0.1549654994792725
novice_entry_share,multithreading,regex,0.006882275970028907,0.004988490001223608,0.16770025541267597
novice_entry_share,multithreading,sql,0.006458382194910061,0.005230166665339661,0.21689267714176097
novice_entry_share,numpy,pandas,0.006410436171216253,0.005148677526379721,0.21310800196846824
novice_entry_share,numpy,python,0.008005844217659564,0.005133022251635524,0.11883680712410838
novice_entry_share,numpy,regex,0.007566072980101163,0.004985896080906955,0.12914172422019382
novice_entry_share,numpy,sql,0.007146170680531691,0.005202579707539862,0.16957143799323804
novice_entry_share,pandas,python,0.008664773165085966,0.005081432753884511,0.0881602842376588
novice_entry_share,pandas,regex,0.00812350430282587,0.005007597867763289,0.10475287887553748
novice_entry_share,pandas,sql,0.0077065632737660025,0.005221074881199595,0.13993069139148206
novice_entry_share,python,regex,0.010139921842655102,0.0045993768755333685,0.027480105442362148
novice_entry_share,python,sql,0.010059564982499512,0.004603285325873029,0.028866768903094947
novice_entry_share,regex,sql,0.009029009356111254,0.005003961429739796,0.07117296365771422
first_answer_1d,android,apache-spark,0.0024829858776706333,0.009003809946303036,0.7827242827037377
first_answer_1d,android,bash,0.0018400153973966318,0.008913235350593227,0.8364501119481578
first_answer_1d,android,docker,0.015708375879963734,0.010472704554498398,0.1336312462361847
first_answer_1d,android,excel,-0.0011250569569729533,0.008238089082166883,0.8913725013587712
first_answer_1d,android,firebase,0.0008118063315937029,0.008472378923300473,0.9236651279613545
first_answer_1d,android,javascript,0.005290961387930175,0.00983251164031177,0.5905019130194005
first_answer_1d,android,kubernetes,0.0012644519995928323,0.00955111990147598,0.894677543368469
first_answer_1d,android,linux,0.0018530155883843041,0.008750160978440233,0.8322870093809138
first_answer_1d,android,memory-management,0.0022353352955667774,0.008912003593456185,0.8019509742250782
first_answer_1d,android,multithreading,0.0036336131596973915,0.009642836592103281,0.7063074171130534
first_answer_1d,android,numpy,0.00207839645984863,0.00887018413231683,0.8147422563606885
first_answer_1d,android,pandas,0.0009529482999654606,0.008704479885397392,0.9128234385701405
first_answer_1d,android,python,0.00449628750872451,0.00900711867549741,0.6176436666926356
first_answer_1d,android,regex,0.0007940589295537596,0.009110185241953487,0.9305430089011879
first_answer_1d,android,sql,-0.0017410454998041762,0.007931149226224926,0.8262450391915779
first_answer_1d,apache-spark,bash,0.0031337858294346287,0.00908009819971686,0.729998997194359
first_answer_1d,apache-spark,docker,0.013256102732845498,0.009605654265516017,0.16757703385524314
first_answer_1d,apache-spark,excel,-0.0004123065448188298,0.007717490109355367,0.9573933241408888
first_answer_1d,apache-spark,firebase,0.002651288119125903,0.008981343820212978,0.7678414912356117
first_answer_1d,apache-spark,javascript,0.007528837771969876,0.011179304494281327,0.500653358823017
first_answer_1d,apache-spark,kubernetes,0.003101010954158744,0.009767052065437414,0.7508664203519427
first_answer_1d,apache-spark,linux,0.0033608051384634774,0.009021187318980998,0.7094865439507734
first_answer_1d,apache-spark,memory-management,0.0036214527203365368,0.009113652730023786,0.6910978275556268
first_answer_1d,apache-spark,multithreading,0.004758880809462388,0.009508448052366445,0.6167302701537721
first_answer_1d,apache-spark,numpy,0.0034953393922622805,0.009112206236992406,0.7012833127074114
first_answer_1d,apache-spark,pandas,0.0024588883159015955,0.00905541545038541,0.7859773694746063
first_answer_1d,apache-spark,python,0.0073512678653397,0.010909755592211825,0.5004224736689769
first_answer_1d,apache-spark,regex,0.0023803545988017737,0.009501189156001953,0.8021757432595767
first_answer_1d,apache-spark,sql,-0.00028747304297715905,0.0084396982253307,0.972827706525613
first_answer_1d,bash,docker,0.012186003207144983,0.009529106907667796,0.20096079264729527
first_answer_1d,bash,excel,-0.0012010707198529434,0.00760042835056911,0.874435748196521
first_answer_1d,bash,firebase,0.001880530897099382,0.008798197545845259,0.8307494484103475
first_answer_1d,bash,javascript,0.006388096473872319,0.010849582120167204,0.5560039470838551
first_answer_1d,bash,kubernetes,0.0022814602704961874,0.009552747368666169,0.8112392236353407
first_answer_1d,bash,linux,0.0025947478217564855,0.008841440061441868,0.7691585698683405
first_answer_1d,bash,memory-management,0.002843974305334102,0.008927716743740726,0.7500635146291408
first_answer_1d,bash,multithreading,0.003981255577140697,0.009317885200765931,0.6691824647477052
first_answer_1d,bash,numpy,0.002711618706578692,0.008923439880509101,0.7612224065175413
first_answer_1d,bash,pandas,0.0016554476284019776,0.00886265780039028,0.8518260151874083
first_answer_1d,bash,python,0.006202420487469587,0.010537373803964831,0.5561218484713611
first_answer_1d,bash,regex,0.0015202145453511924,0.009269662287219569,0.8697319989852251
first_answer_1d,bash,sql,-0.0012012107863518372,0.008136982958971011,0.8826398223839961
first_answer_1d,docker,excel,0.007634450497476072,0.008581309573264275,0.37364831418099065
first_answer_1d,docker,firebase,0.012044672990804273,0.009731898716714303,0.2158463028997467
first_answer_1d,docker,javascript,0.017638252059105207,0.010777919408591987,0.10173135853029926
first_answer_1d,docker,kubernetes,0.014619046842317253,0.011261754409913836,0.19424798790424647
first_answer_1d,docker,linux,0.012646551997577606,0.009381445120382503,0.17764590441088224
first_answer_1d,docker,memory-management,0.0128758208630466,0.009450438578471547,0.1730535498411102
first_answer_1d,docker,multithreading,0.01574056735398224,0.009565677527422455,0.09986146566158229
first_answer_1d,docker,numpy,0.012601003584102452,0.009476995995098839,0.18363654258027917
first_answer_1d,docker,pandas,0.011136036660564213,0.009681492837519807,0.25004519120471225
first_answer_1d,docker,python,0.01580447596005336,0.010928057122240332,0.14811290953366396
